id,number,side,move,fen
49776,17,white,Nc3,rnb1k2rppp1bppp3p1n26B182NP1N2PPP1BPPPR3K2R
49777,18,black,c6,rnb1k2rpp2bppp2pp1n26B182NP1N2PPP1BPPPR3K2R
49778,19,white,O-O-O,rnb1k2rpp2bppp2pp1n26B182NP1N2PPP1BPPP2KR3R
49779,20,black,Na6,r1b1k2rpp2bpppn1pp1n26B182NP1N2PPP1BPPP2KR3R
49780,21,white,Rhe1,r1b1k2rpp2bpppn1pp1n26B182NP1N2PPP1BPPP2KRR3
49781,22,black,Nc7,r1b1k2rppn1bppp2pp1n26B182NP1N2PPP1BPPP2KRR3
49782,23,white,Bf1,r1b1k2rppn1bppp2pp1n26B182NP1N2PPP2PPP2KRRB2
49783,24,black,Ne6,r1b1k2rpp2bppp2ppnn26B182NP1N2PPP2PPP2KRRB2
49784,25,white,Bd2,r1b1k2rpp2bppp2ppnn2882NP1N2PPPB1PPP2KRRB2
49785,26,black,Bd7,r3k2rpp1bbppp2ppnn2882NP1N2PPPB1PPP2KRRB2
49786,27,white,d4,r3k2rpp1bbppp2ppnn283P42N2N2PPPB1PPP2KRRB2
49787,28,black,h6,r3k2rpp1bbpp12ppnn1p83P42N2N2PPPB1PPP2KRRB2
49788,29,white,Bd3,r3k2rpp1bbpp12ppnn1p83P42NB1N2PPPB1PPP2KRR3
49789,30,black,d5,r3k2rpp1bbpp12p1nn1p3p43P42NB1N2PPPB1PPP2KRR3
49790,31,white,h3,r3k2rpp1bbpp12p1nn1p3p43P42NB1N1PPPPB1PP12KRR3
49791,32,black,Rd8,3rk2rpp1bbpp12p1nn1p3p43P42NB1N1PPPPB1PP12KRR3
49792,33,white,a3,3rk2rpp1bbpp12p1nn1p3p43P4P1NB1N1P1PPB1PP12KRR3
49793,34,black,O-O,3r1rk1pp1bbpp12p1nn1p3p43P4P1NB1N1P1PPB1PP12KRR3
49794,35,white,Be3,3r1rk1pp1bbpp12p1nn1p3p43P4P1NBBN1P1PP2PP12KRR3
49795,36,black,Bc8,2br1rk1pp2bpp12p1nn1p3p43P4P1NBBN1P1PP2PP12KRR3
49796,37,white,Nh4,2br1rk1pp2bpp12p1nn1p3p43P3NP1NBB2P1PP2PP12KRR3
49797,38,black,Rfe8,2brr1k1pp2bpp12p1nn1p3p43P3NP1NBB2P1PP2PP12KRR3
49798,1,white,c4,rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR
49799,2,black,e6,rnbqkbnrpppp1ppp4p382P58PP1PPPPPRNBQKBNR
49800,3,white,d4,rnbqkbnrpppp1ppp4p382PP48PP2PPPPRNBQKBNR
49801,4,black,d5,rnbqkbnrppp2ppp4p33p42PP48PP2PPPPRNBQKBNR
49802,5,white,Nf3,rnbqkbnrppp2ppp4p33p42PP45N2PP2PPPPRNBQKB1R
49803,6,black,c5,rnbqkbnrpp3ppp4p32pp42PP45N2PP2PPPPRNBQKB1R
49804,7,white,cxd5,rnbqkbnrpp3ppp4p32pP43P45N2PP2PPPPRNBQKB1R
49805,8,black,exd5,rnbqkbnrpp3ppp82pp43P45N2PP2PPPPRNBQKB1R
49806,9,white,g3,rnbqkbnrpp3ppp82pp43P45NP1PP2PP1PRNBQKB1R
49807,10,black,Nc6,r1bqkbnrpp3ppp2n52pp43P45NP1PP2PP1PRNBQKB1R
49808,11,white,Bg2,r1bqkbnrpp3ppp2n52pp43P45NP1PP2PPBPRNBQK2R
49809,12,black,Nf6,r1bqkb1rpp3ppp2n2n22pp43P45NP1PP2PPBPRNBQK2R
49810,13,white,O-O,r1bqkb1rpp3ppp2n2n22pp43P45NP1PP2PPBPRNBQ1RK1
49811,14,black,Be7,r1bqk2rpp2bppp2n2n22pp43P45NP1PP2PPBPRNBQ1RK1
49812,15,white,Nc3,r1bqk2rpp2bppp2n2n22pp43P42N2NP1PP2PPBPR1BQ1RK1
49813,16,black,O-O,r1bq1rk1pp2bppp2n2n22pp43P42N2NP1PP2PPBPR1BQ1RK1
49814,17,white,Bg5,r1bq1rk1pp2bppp2n2n22pp2B13P42N2NP1PP2PPBPR2Q1RK1
49815,18,black,Be6,r2q1rk1pp2bppp2n1bn22pp2B13P42N2NP1PP2PPBPR2Q1RK1
49816,19,white,dxc5,r2q1rk1pp2bppp2n1bn22Pp2B182N2NP1PP2PPBPR2Q1RK1
49817,20,black,Bxc5,r2q1rk1pp3ppp2n1bn22bp2B182N2NP1PP2PPBPR2Q1RK1
49818,21,white,Bxf6,r2q1rk1pp3ppp2n1bB22bp482N2NP1PP2PPBPR2Q1RK1
49819,22,black,Qxf6,r4rk1pp3ppp2n1bq22bp482N2NP1PP2PPBPR2Q1RK1
49820,23,white,Nxd5,r4rk1pp3ppp2n1bq22bN485NP1PP2PPBPR2Q1RK1
49821,24,black,Qxb2,r4rk1pp3ppp2n1b32bN485NP1Pq2PPBPR2Q1RK1
49822,25,white,Nc7,r4rk1ppN2ppp2n1b32b585NP1Pq2PPBPR2Q1RK1
49823,26,black,Rad8,3r1rk1ppN2ppp2n1b32b585NP1Pq2PPBPR2Q1RK1
49824,27,white,Qc1,3r1rk1ppN2ppp2n1b32b585NP1Pq2PPBPR1Q2RK1
49825,28,black,Qxc1,3r1rk1ppN2ppp2n1b32b585NP1P3PPBPR1q2RK1
49826,29,white,Raxc1,3r1rk1ppN2ppp2n1b32b585NP1P3PPBP2R2RK1
49827,30,black,b6,3r1rk1p1N2ppp1pn1b32b585NP1P3PPBP2R2RK1
49828,31,white,Nxe6,3r1rk1p4ppp1pn1N32b585NP1P3PPBP2R2RK1
49829,32,black,fxe6,3r1rk1p5pp1pn1p32b585NP1P3PPBP2R2RK1
49830,33,white,Rc4,3r1rk1p5pp1pn1p32b52R55NP1P3PPBP5RK1
49831,34,black,Nd4,3r1rk1p5pp1p2p32b52Rn45NP1P3PPBP5RK1
49832,35,white,Nxd4,3r1rk1p5pp1p2p32b52RN46P1P3PPBP5RK1
49833,36,black,Rxd4,5rk1p5pp1p2p32b52Rr46P1P3PPBP5RK1
49834,37,white,Rxd4,5rk1p5pp1p2p32b53R46P1P3PPBP5RK1
49835,38,black,Bxd4,5rk1p5pp1p2p383b46P1P3PPBP5RK1
49836,39,white,e3,5rk1p5pp1p2p383b44P1P1P4PBP5RK1
49837,40,black,Bc5,5rk1p5pp1p2p32b584P1P1P4PBP5RK1
49838,41,white,Rd1,5rk1p5pp1p2p32b584P1P1P4PBP3R2K1
49839,42,black,Rf7,6k1p4rpp1p2p32b584P1P1P4PBP3R2K1
49840,43,white,Be4,6k1p4rpp1p2p32b54B34P1P1P4P1P3R2K1
49841,44,black,g6,6k1p4r1p1p2p1p12b54B34P1P1P4P1P3R2K1
49842,45,white,h4,6k1p4r1p1p2p1p12b54B2P4P1P1P4P23R2K1
49843,46,black,Rc7,6k1p1r4p1p2p1p12b54B2P4P1P1P4P23R2K1
49844,47,white,Kg2,6k1p1r4p1p2p1p12b54B2P4P1P1P4PK13R4
49845,48,black,Be7,6k1p1r1b2p1p2p1p184B2P4P1P1P4PK13R4
49846,49,white,Kf3,6k1p1r1b2p1p2p1p184B2P4PKP1P4P23R4
49847,50,black,Kg7,8p1r1b1kp1p2p1p184B2P4PKP1P4P23R4
49848,51,white,Rd2,8p1r1b1kp1p2p1p184B2P4PKP1P2R1P28
49849,52,black,Bb4,8p1r3kp1p2p1p181b2B2P4PKP1P2R1P28
49850,53,white,Rc2,8p1r3kp1p2p1p181b2B2P4PKP1P1R2P28
49851,54,black,Rxc2,8p5kp1p2p1p181b2B2P4PKP1P1r2P28
49852,55,white,Bxc2,8p5kp1p2p1p181b5P4PKP1P1B2P28
49853,56,black,Kf6,8p6p1p2pkp181b5P4PKP1P1B2P28
49854,57,white,Bd3,8p6p1p2pkp181b5P3BPKP1P4P28
49855,58,black,h6,8p71p2pkpp81b5P3BPKP1P4P28
49856,59,white,Be4,8p71p2pkpp81b2B2P4PKP1P4P28
49857,60,black,g5,8p71p2pk1p6p11b2B2P4PKP1P4P28
49858,61,white,h5,8p71p2pk1p6pP1b2B34PKP1P4P28
49859,62,black,Be1,8p71p2pk1p6pP4B34PKP1P4P24b3
49860,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
49861,2,black,c5,rnbqkbnrpp1ppppp82p54P38PPPP1PPPRNBQKBNR
49862,3,white,Nf3,rnbqkbnrpp1ppppp82p54P35N2PPPP1PPPRNBQKB1R
49863,4,black,e6,rnbqkbnrpp1p1ppp4p32p54P35N2PPPP1PPPRNBQKB1R
49864,5,white,d4,rnbqkbnrpp1p1ppp4p32p53PP35N2PPP2PPPRNBQKB1R
49865,6,black,cxd4,rnbqkbnrpp1p1ppp4p383pP35N2PPP2PPPRNBQKB1R
49866,7,white,Nxd4,rnbqkbnrpp1p1ppp4p383NP38PPP2PPPRNBQKB1R
49867,8,black,a6,rnbqkbnr1p1p1pppp3p383NP38PPP2PPPRNBQKB1R
49868,9,white,Bd3,rnbqkbnr1p1p1pppp3p383NP33B4PPP2PPPRNBQK2R
49869,10,black,Nc6,r1bqkbnr1p1p1pppp1n1p383NP33B4PPP2PPPRNBQK2R
49870,11,white,Nxc6,r1bqkbnr1p1p1pppp1N1p384P33B4PPP2PPPRNBQK2R
49871,12,black,bxc6,r1bqkbnr3p1pppp1p1p384P33B4PPP2PPPRNBQK2R
49872,13,white,O-O,r1bqkbnr3p1pppp1p1p384P33B4PPP2PPPRNBQ1RK1
49873,14,black,d5,r1bqkbnr5pppp1p1p33p44P33B4PPP2PPPRNBQ1RK1
49874,15,white,Nd2,r1bqkbnr5pppp1p1p33p44P33B4PPPN1PPPR1BQ1RK1
49875,16,black,Nf6,r1bqkb1r5pppp1p1pn23p44P33B4PPPN1PPPR1BQ1RK1
49876,17,white,b3,r1bqkb1r5pppp1p1pn23p44P31P1B4P1PN1PPPR1BQ1RK1
49877,18,black,Bb4,r1bqk2r5pppp1p1pn23p41b2P31P1B4P1PN1PPPR1BQ1RK1
49878,19,white,Bb2,r1bqk2r5pppp1p1pn23p41b2P31P1B4PBPN1PPPR2Q1RK1
49879,20,black,a5,r1bqk2r5ppp2p1pn2p2p41b2P31P1B4PBPN1PPPR2Q1RK1
49880,21,white,c3,r1bqk2r5ppp2p1pn2p2p41b2P31PPB4PB1N1PPPR2Q1RK1
49881,22,black,Be7,r1bqk2r4bppp2p1pn2p2p44P31PPB4PB1N1PPPR2Q1RK1
49882,23,white,c4,r1bqk2r4bppp2p1pn2p2p42P1P31P1B4PB1N1PPPR2Q1RK1
49883,24,black,O-O,r1bq1rk14bppp2p1pn2p2p42P1P31P1B4PB1N1PPPR2Q1RK1
49884,25,white,Qc2,r1bq1rk14bppp2p1pn2p2p42P1P31P1B4PBQN1PPPR4RK1
49885,26,black,h6,r1bq1rk14bpp12p1pn1pp2p42P1P31P1B4PBQN1PPPR4RK1
49886,27,white,a3,r1bq1rk14bpp12p1pn1pp2p42P1P3PP1B41BQN1PPPR4RK1
49887,28,black,Ba6,r2q1rk14bpp1b1p1pn1pp2p42P1P3PP1B41BQN1PPPR4RK1
49888,29,white,Rfe1,r2q1rk14bpp1b1p1pn1pp2p42P1P3PP1B41BQN1PPPR3R1K1
49889,30,black,Qb6,r4rk14bpp1bqp1pn1pp2p42P1P3PP1B41BQN1PPPR3R1K1
49890,31,white,exd5,r4rk14bpp1bqp1pn1pp2P42P5PP1B41BQN1PPPR3R1K1
49891,32,black,cxd5,r4rk14bpp1bq2pn1pp2p42P5PP1B41BQN1PPPR3R1K1
49892,33,white,cxd5,r4rk14bpp1bq2pn1pp2P48PP1B41BQN1PPPR3R1K1
49893,34,black,Bxd3,r4rk14bpp11q2pn1pp2P48PP1b41BQN1PPPR3R1K1
49894,35,white,Qxd3,r4rk14bpp11q2pn1pp2P48PP1Q41B1N1PPPR3R1K1
49895,36,black,Rfd8,r2r2k14bpp11q2pn1pp2P48PP1Q41B1N1PPPR3R1K1
49896,37,white,Nc4,r2r2k14bpp11q2pn1pp2P42N5PP1Q41B3PPPR3R1K1
49897,38,black,Qa6,r2r2k14bpp1q3pn1pp2P42N5PP1Q41B3PPPR3R1K1
49898,39,white,Qf3,r2r2k14bpp1q3pn1pp2P42N5PP3Q21B3PPPR3R1K1
49899,40,black,Rxd5,r5k14bpp1q3pn1pp2r42N5PP3Q21B3PPPR3R1K1
49900,41,white,Rad1,r5k14bpp1q3pn1pp2r42N5PP3Q21B3PPP3RR1K1
49901,42,black,Rf5,r5k14bpp1q3pn1pp4r22N5PP3Q21B3PPP3RR1K1
49902,43,white,Qg3,r5k14bpp1q3pn1pp4r22N5PP4Q11B3PPP3RR1K1
49903,44,black,Rg5,r5k14bpp1q3pn1pp5r12N5PP4Q11B3PPP3RR1K1
49904,45,white,Qc7,r5k12Q1bpp1q3pn1pp5r12N5PP61B3PPP3RR1K1
49905,46,black,Re8,4r1k12Q1bpp1q3pn1pp5r12N5PP61B3PPP3RR1K1
49906,47,white,Bxf6,4r1k12Q1bpp1q3pB1pp5r12N5PP65PPP3RR1K1
49907,48,black,gxf6,4r1k12Q1bp2q3pp1pp5r12N5PP65PPP3RR1K1
49908,49,white,Rd7,4r1k12QRbp2q3pp1pp5r12N5PP65PPP4R1K1
49909,50,black,Rc8,2r3k12QRbp2q3pp1pp5r12N5PP65PPP4R1K1
49910,51,white,Qb7,2r3k11Q1Rbp2q3pp1pp5r12N5PP65PPP4R1K1
49911,52,black,Qxb7,2r3k11q1Rbp24pp1pp5r12N5PP65PPP4R1K1
49912,53,white,Rxb7,2r3k11R2bp24pp1pp5r12N5PP65PPP4R1K1
49913,54,black,Kf8,2r2k21R2bp24pp1pp5r12N5PP65PPP4R1K1
49914,55,white,a4,2r2k21R2bp24pp1pp5r1P1N51P65PPP4R1K1
49915,56,black,Bb4,2r2k21R3p24pp1pp5r1PbN51P65PPP4R1K1
49916,57,white,Re3,2r2k21R3p24pp1pp5r1PbN51P2R35PPP6K1
49917,58,black,Rd8,3r1k21R3p24pp1pp5r1PbN51P2R35PPP6K1
49918,59,white,g3,3r1k21R3p24pp1pp5r1PbN51P2R1P15P1P6K1
49919,60,black,Rd1+,5k21R3p24pp1pp5r1PbN51P2R1P15P1P3r2K1
49920,61,white,Kg2,5k21R3p24pp1pp5r1PbN51P2R1P15PKP3r4
49921,62,black,Rc5,5k21R3p24pp1pp1r5PbN51P2R1P15PKP3r4
49922,63,white,Rf3,5k21R3p24pp1pp1r5PbN51P3RP15PKP3r4
49923,64,black,f5,5k21R3p24p2pp1r2p2PbN51P3RP15PKP3r4
49924,65,white,g4,5k21R3p24p2pp1r2p2PbN3P11P3R25PKP3r4
49925,66,black,Rd4,5k21R3p24p2pp1r2p2PbNr2P11P3R25PKP8
49926,67,white,gxf5,5k21R3p24p2pp1r2P2PbNr41P3R25PKP8
49927,68,black,exf5,5k21R3p27pp1r2p2PbNr41P3R25PKP8
49928,69,white,Rb8+,1R3k25p27pp1r2p2PbNr41P3R25PKP8
49929,70,black,Ke7,1R64kp27pp1r2p2PbNr41P3R25PKP8
49930,71,white,Re3+,1R64kp27pp1r2p2PbNr41P2R35PKP8
49931,72,black,Kf6,1R65p25k1pp1r2p2PbNr41P2R35PKP8
49932,73,white,Rb6+,85p21R3k1pp1r2p2PbNr41P2R35PKP8
49933,74,black,Kg7,85pk11R5pp1r2p2PbNr41P2R35PKP8
49934,75,white,Rg3+,85pk11R5pp1r2p2PbNr41P4R15PKP8
49935,76,black,Kf8,5k25p21R5pp1r2p2PbNr41P4R15PKP8
49936,77,white,Rb8+,1R3k25p27pp1r2p2PbNr41P4R15PKP8
49937,78,black,Ke7,1R64kp27pp1r2p2PbNr41P4R15PKP8
49938,79,white,Re3+,1R64kp27pp1r2p2PbNr41P2R35PKP8
49939,80,black,Kf6,1R65p25k1pp1r2p2PbNr41P2R35PKP8
49940,81,white,Rb6+,85p21R3k1pp1r2p2PbNr41P2R35PKP8
49941,82,black,Kg7,85pk11R5pp1r2p2PbNr41P2R35PKP8
49942,83,white,Rg3+,85pk11R5pp1r2p2PbNr41P4R15PKP8
49943,84,black,Kf8,5k25p21R5pp1r2p2PbNr41P4R15PKP8
49944,85,white,Rxh6,5k25p27Rp1r2p2PbNr41P4R15PKP8
49945,86,black,f4,5k25p27Rp1r5PbNr1p21P4R15PKP8
49946,87,white,Rgh3,5k25p27Rp1r5PbNr1p21P5R5PKP8
49947,88,black,Kg7,85pk17Rp1r5PbNr1p21P5R5PKP8
49948,89,white,R6h5,85pk18p1r4RPbNr1p21P5R5PKP8
49949,90,black,f3+,85pk18p1r4RPbNr41P3p1R5PKP8
49950,91,white,Kg3,85pk18p1r4RPbNr41P3pKR5P1P8
49951,92,black,Rxh5,85pk18p6rPbNr41P3pKR5P1P8
49952,93,white,Rxh5,85pk18p6RPbNr41P3pK15P1P8
49953,94,black,Rd3,85pk18p6RPbN51P1r1pK15P1P8
49954,95,white,Nxa5,85pk18N6RPb61P1r1pK15P1P8
49955,96,black,Kg6,85p26k1N6RPb61P1r1pK15P1P8
49956,97,white,Rb5,85p26k1NR6Pb61P1r1pK15P1P8
49957,98,black,Bxa5,85p26k1bR6P71P1r1pK15P1P8
49958,99,white,Rxa5,85p26k1R7P71P1r1pK15P1P8
49959,100,black,Rxb3,85p26k1R7P71r3pK15P1P8
49960,101,white,Ra8,R75p26k18P71r3pK15P1P8
49961,102,black,Ra3,R75p26k18P7r4pK15P1P8
49962,103,white,a5,R75p26k1P78r4pK15P1P8
49963,104,black,Kf5,R75p28P4k28r4pK15P1P8
49964,105,white,a6,R75p2P75k28r4pK15P1P8
49965,106,black,Kg6,R75p2P5k188r4pK15P1P8
49966,107,white,a7,R7P4p26k188r4pK15P1P8
49967,108,black,Kg7,R7P4pk1888r4pK15P1P8
49968,109,white,h4,R7P4pk1887Pr4pK15P28
49969,110,black,Kh7,R7P4p1k887Pr4pK15P28
49970,111,white,h5,R7P4p1k87P8r4pK15P28
49971,112,black,Kg7,R7P4pk187P8r4pK15P28
49972,113,white,h6+,R7P4pk17P88r4pK15P28
49973,114,black,Kh7,R7P4p1k7P88r4pK15P28
49974,115,white,Kf4,R7P4p1k7P85K2r4p25P28
49975,1,white,c4,rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR
49976,2,black,e6,rnbqkbnrpppp1ppp4p382P58PP1PPPPPRNBQKBNR
49977,3,white,d4,rnbqkbnrpppp1ppp4p382PP48PP2PPPPRNBQKBNR
49978,4,black,d5,rnbqkbnrppp2ppp4p33p42PP48PP2PPPPRNBQKBNR
49979,5,white,Nc3,rnbqkbnrppp2ppp4p33p42PP42N5PP2PPPPR1BQKBNR
49980,6,black,c5,rnbqkbnrpp3ppp4p32pp42PP42N5PP2PPPPR1BQKBNR
49981,7,white,cxd5,rnbqkbnrpp3ppp4p32pP43P42N5PP2PPPPR1BQKBNR
49982,8,black,exd5,rnbqkbnrpp3ppp82pp43P42N5PP2PPPPR1BQKBNR
49983,9,white,Nf3,rnbqkbnrpp3ppp82pp43P42N2N2PP2PPPPR1BQKB1R
49984,10,black,Nc6,r1bqkbnrpp3ppp2n52pp43P42N2N2PP2PPPPR1BQKB1R
49985,11,white,g3,r1bqkbnrpp3ppp2n52pp43P42N2NP1PP2PP1PR1BQKB1R
49986,12,black,Nf6,r1bqkb1rpp3ppp2n2n22pp43P42N2NP1PP2PP1PR1BQKB1R
49987,13,white,Bg2,r1bqkb1rpp3ppp2n2n22pp43P42N2NP1PP2PPBPR1BQK2R
49988,14,black,Be7,r1bqk2rpp2bppp2n2n22pp43P42N2NP1PP2PPBPR1BQK2R
49989,15,white,O-O,r1bqk2rpp2bppp2n2n22pp43P42N2NP1PP2PPBPR1BQ1RK1
49990,16,black,O-O,r1bq1rk1pp2bppp2n2n22pp43P42N2NP1PP2PPBPR1BQ1RK1
49991,17,white,Bg5,r1bq1rk1pp2bppp2n2n22pp2B13P42N2NP1PP2PPBPR2Q1RK1
49992,18,black,cxd4,r1bq1rk1pp2bppp2n2n23p2B13p42N2NP1PP2PPBPR2Q1RK1
49993,19,white,Nxd4,r1bq1rk1pp2bppp2n2n23p2B13N42N3P1PP2PPBPR2Q1RK1
49994,20,black,h6,r1bq1rk1pp2bpp12n2n1p3p2B13N42N3P1PP2PPBPR2Q1RK1
49995,21,white,Be3,r1bq1rk1pp2bpp12n2n1p3p43N42N1B1P1PP2PPBPR2Q1RK1
49996,22,black,Re8,r1bqr1k1pp2bpp12n2n1p3p43N42N1B1P1PP2PPBPR2Q1RK1
49997,23,white,Rc1,r1bqr1k1pp2bpp12n2n1p3p43N42N1B1P1PP2PPBP2RQ1RK1
49998,24,black,Bf8,r1bqrbk1pp3pp12n2n1p3p43N42N1B1P1PP2PPBP2RQ1RK1
49999,25,white,Nb3,r1bqrbk1pp3pp12n2n1p3p481NN1B1P1PP2PPBP2RQ1RK1
50000,26,black,Be6,r2qrbk1pp3pp12n1bn1p3p481NN1B1P1PP2PPBP2RQ1RK1
50001,27,white,Nb5,r2qrbk1pp3pp12n1bn1p1N1p481N2B1P1PP2PPBP2RQ1RK1
50002,28,black,Bg4,r2qrbk1pp3pp12n2n1p1N1p46b11N2B1P1PP2PPBP2RQ1RK1
50003,29,white,h3,r2qrbk1pp3pp12n2n1p1N1p46b11N2B1PPPP2PPB12RQ1RK1
50004,30,black,Bf5,r2qrbk1pp3pp12n2n1p1N1p1b281N2B1PPPP2PPB12RQ1RK1
50005,31,white,N5d4,r2qrbk1pp3pp12n2n1p3p1b23N41N2B1PPPP2PPB12RQ1RK1
50006,32,black,Nxd4,r2qrbk1pp3pp15n1p3p1b23n41N2B1PPPP2PPB12RQ1RK1
50007,33,white,Nxd4,r2qrbk1pp3pp15n1p3p1b23N44B1PPPP2PPB12RQ1RK1
50008,34,black,Bd7,r2qrbk1pp1b1pp15n1p3p43N44B1PPPP2PPB12RQ1RK1
50009,35,white,Qb3,r2qrbk1pp1b1pp15n1p3p43N41Q2B1PPPP2PPB12R2RK1
50010,36,black,Qa5,r3rbk1pp1b1pp15n1pq2p43N41Q2B1PPPP2PPB12R2RK1
50011,37,white,a3,r3rbk1pp1b1pp15n1pq2p43N4PQ2B1PP1P2PPB12R2RK1
50012,38,black,Bd6,r3r1k1pp1b1pp13b1n1pq2p43N4PQ2B1PP1P2PPB12R2RK1
50013,39,white,Qd3,r3r1k1pp1b1pp13b1n1pq2p43N4P2QB1PP1P2PPB12R2RK1
50014,40,black,Qd8,r2qr1k1pp1b1pp13b1n1p3p43N4P2QB1PP1P2PPB12R2RK1
50015,41,white,Rfd1,r2qr1k1pp1b1pp13b1n1p3p43N4P2QB1PP1P2PPB12RR2K1
50016,42,black,Qe7,r3r1k1pp1bqpp13b1n1p3p43N4P2QB1PP1P2PPB12RR2K1
50017,43,white,Bd2,r3r1k1pp1bqpp13b1n1p3p43N4P2Q2PP1P1BPPB12RR2K1
50018,44,black,Ne4,r3r1k1pp1bqpp13b3p3p43Nn3P2Q2PP1P1BPPB12RR2K1
50019,45,white,Be1,r3r1k1pp1bqpp13b3p3p43Nn3P2Q2PP1P2PPB12RRB1K1
50020,46,black,Be5,r3r1k1pp1bqpp17p3pb33Nn3P2Q2PP1P2PPB12RRB1K1
50021,47,white,Qb3,r3r1k1pp1bqpp17p3pb33Nn3PQ4PP1P2PPB12RRB1K1
50022,48,black,Bxd4,r3r1k1pp1bqpp17p3p43bn3PQ4PP1P2PPB12RRB1K1
50023,49,white,Rxd4,r3r1k1pp1bqpp17p3p43Rn3PQ4PP1P2PPB12R1B1K1
50024,50,black,Bc6,r3r1k1pp2qpp12b4p3p43Rn3PQ4PP1P2PPB12R1B1K1
50025,51,white,h4,r3r1k1pp2qpp12b4p3p43Rn2PPQ4P11P2PPB12R1B1K1
50026,52,black,Qe5,r3r1k1pp3pp12b4p3pq33Rn2PPQ4P11P2PPB12R1B1K1
50027,53,white,Qe3,r3r1k1pp3pp12b4p3pq33Rn2PP3Q1P11P2PPB12R1B1K1
50028,54,black,Qf6,r3r1k1pp3pp12b2q1p3p43Rn2PP3Q1P11P2PPB12R1B1K1
50029,55,white,Bxe4,r3r1k1pp3pp12b2q1p3p43RB2PP3Q1P11P2PP22R1B1K1
50030,56,black,Rxe4,r5k1pp3pp12b2q1p3p43Rr2PP3Q1P11P2PP22R1B1K1
50031,57,white,Rxe4,r5k1pp3pp12b2q1p3p44R2PP3Q1P11P2PP22R1B1K1
50032,58,black,dxe4,r5k1pp3pp12b2q1p84p2PP3Q1P11P2PP22R1B1K1
50033,59,white,Bc3,r5k1pp3pp12b2q1p84p2PP1B1Q1P11P2PP22R3K1
50034,60,black,Qf5,r5k1pp3pp12b4p5q24p2PP1B1Q1P11P2PP22R3K1
50035,61,white,Rd1,r5k1pp3pp12b4p5q24p2PP1B1Q1P11P2PP23R2K1
50036,62,black,Re8,4r1k1pp3pp12b4p5q24p2PP1B1Q1P11P2PP23R2K1
50037,63,white,Rd6,4r1k1pp3pp12bR3p5q24p2PP1B1Q1P11P2PP26K1
50038,64,black,f6,4r1k1pp4p12bR1p1p5q24p2PP1B1Q1P11P2PP26K1
50039,65,white,Rd4,4r1k1pp4p12b2p1p5q23Rp2PP1B1Q1P11P2PP26K1
50040,66,black,a6,4r1k11p4p1p1b2p1p5q23Rp2PP1B1Q1P11P2PP26K1
50041,67,white,Kh2,4r1k11p4p1p1b2p1p5q23Rp2PP1B1Q1P11P2PP1K8
50042,68,black,Qg4,4r1k11p4p1p1b2p1p83Rp1qPP1B1Q1P11P2PP1K8
50043,69,white,a4,4r1k11p4p1p1b2p1p8P2Rp1qP2B1Q1P11P2PP1K8
50044,70,black,Kf7,4r31p3kp1p1b2p1p8P2Rp1qP2B1Q1P11P2PP1K8
50045,71,white,Kg1,4r31p3kp1p1b2p1p8P2Rp1qP2B1Q1P11P2PP26K1
50046,72,black,Re5,81p3kp1p1b2p1p4r3P2Rp1qP2B1Q1P11P2PP26K1
50047,73,white,Rd6,81p3kp1p1bR1p1p4r3P3p1qP2B1Q1P11P2PP26K1
50048,74,black,Rf5,81p3kp1p1bR1p1p5r2P3p1qP2B1Q1P11P2PP26K1
50049,75,white,b3,81p3kp1p1bR1p1p5r2P3p1qP1PB1Q1P14PP26K1
50050,76,black,Qh3,81p3kp1p1bR1p1p5r2P3p2P1PB1Q1Pq4PP26K1
50051,77,white,Be1,81p3kp1p1bR1p1p5r2P3p2P1P2Q1Pq4PP24B1K1
50052,78,black,Qg4,81p3kp1p1bR1p1p5r2P3p1qP1P2Q1P14PP24B1K1
50053,79,white,Bc3,81p3kp1p1bR1p1p5r2P3p1qP1PB1Q1P14PP26K1
50054,80,black,Qh3,81p3kp1p1bR1p1p5r2P3p2P1PB1Q1Pq4PP26K1
50055,81,white,Bd4,81p3kp1p1bR1p1p5r2P2Bp2P1P2Q1Pq4PP26K1
50056,82,black,h5,81p3kp1p1bR1p25r1pP2Bp2P1P2Q1Pq4PP26K1
50057,83,white,Bc3,81p3kp1p1bR1p25r1pP3p2P1PB1Q1Pq4PP26K1
50058,84,black,Kg8,6k11p4p1p1bR1p25r1pP3p2P1PB1Q1Pq4PP26K1
50059,85,white,Rd8+,3R2k11p4p1p1b2p25r1pP3p2P1PB1Q1Pq4PP26K1
50060,86,black,Kh7,3R41p4pkp1b2p25r1pP3p2P1PB1Q1Pq4PP26K1
50061,87,white,Rd6,81p4pkp1bR1p25r1pP3p2P1PB1Q1Pq4PP26K1
50062,88,black,Qg4,81p4pkp1bR1p25r1pP3p1qP1PB1Q1P14PP26K1
50063,89,white,a5,81p4pkp1bR1p2P4r1p4p1qP1PB1Q1P14PP26K1
50064,90,black,Qg6,81p4pkp1bR1pq1P4r1p4p2P1PB1Q1P14PP26K1
50065,91,white,b4,81p4pkp1bR1pq1P4r1p1P2p2P2B1Q1P14PP26K1
